Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model B for
R_V=5.5 galactic dust with C/H = b_C = 30.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
1.296E+01 0.2337  0.1761 1.971E-23 8.397E+02
1.303E+01 0.2363  0.1748 1.933E-23 8.209E+02
1.311E+01 0.2388  0.1736 1.897E-23 8.030E+02
1.318E+01 0.2412  0.1723 1.862E-23 7.858E+02
1.326E+01 0.2438  0.1710 1.828E-23 7.686E+02
1.334E+01 0.2462  0.1697 1.794E-23 7.521E+02
1.341E+01 0.2486  0.1683 1.762E-23 7.363E+02
1.349E+01 0.2509  0.1670 1.731E-23 7.211E+02
1.357E+01 0.2531  0.1657 1.701E-23 7.065E+02
1.365E+01 0.2551  0.1643 1.674E-23 6.933E+02
1.372E+01 0.2568  0.1629 1.649E-23 6.812E+02
1.380E+01 0.2582  0.1615 1.626E-23 6.708E+02
1.388E+01 0.2589  0.1602 1.608E-23 6.626E+02
1.396E+01 0.2591  0.1587 1.593E-23 6.562E+02
1.404E+01 0.2588  0.1573 1.581E-23 6.515E+02
1.413E+01 0.2579  0.1559 1.573E-23 6.489E+02
1.421E+01 0.2565  0.1544 1.568E-23 6.483E+02
1.429E+01 0.2546  0.1530 1.566E-23 6.491E+02
1.437E+01 0.2522  0.1515 1.567E-23 6.516E+02
1.445E+01 0.2495  0.1500 1.570E-23 6.553E+02
1.454E+01 0.2465  0.1485 1.575E-23 6.601E+02
1.462E+01 0.2433  0.1469 1.582E-23 6.658E+02
1.471E+01 0.2398  0.1454 1.591E-23 6.726E+02
1.479E+01 0.2363  0.1438 1.601E-23 6.800E+02
1.488E+01 0.2328  0.1422 1.611E-23 6.871E+02
1.496E+01 0.2293  0.1406 1.621E-23 6.946E+02
1.505E+01 0.2258  0.1390 1.631E-23 7.021E+02
1.514E+01 0.2224  0.1374 1.642E-23 7.099E+02
1.522E+01 0.2189  0.1358 1.653E-23 7.182E+02
1.531E+01 0.2153  0.1342 1.666E-23 7.268E+02
1.540E+01 0.2118  0.1325 1.678E-23 7.357E+02
1.549E+01 0.2082  0.1309 1.692E-23 7.448E+02
1.558E+01 0.2047  0.1292 1.706E-23 7.543E+02
1.567E+01 0.2012  0.1275 1.720E-23 7.639E+02
1.576E+01 0.1977  0.1258 1.734E-23 7.737E+02
1.585E+01 0.1943  0.1241 1.749E-23 7.837E+02
1.594E+01 0.1909  0.1224 1.764E-23 7.938E+02
1.603E+01 0.1876  0.1206 1.780E-23 8.041E+02
1.613E+01 0.1843  0.1189 1.796E-23 8.145E+02
1.622E+01 0.1809  0.1171 1.812E-23 8.255E+02
1.631E+01 0.1773  0.1154 1.833E-23 8.385E+02
1.641E+01 0.1733  0.1136 1.858E-23 8.542E+02
1.650E+01 0.1713  0.1118 1.863E-23 8.586E+02
1.660E+01 0.1687  0.1100 1.874E-23 8.663E+02
1.669E+01 0.1660  0.1082 1.888E-23 8.753E+02
1.679E+01 0.1634  0.1064 1.901E-23 8.843E+02
1.688E+01 0.1608  0.1045 1.913E-23 8.928E+02
1.698E+01 0.1584  0.1027 1.925E-23 9.010E+02
1.708E+01 0.1560  0.1009 1.936E-23 9.088E+02
1.718E+01 0.1538  0.0990 1.947E-23 9.162E+02
1.728E+01 0.1516  0.0972 1.957E-23 9.235E+02
1.738E+01 0.1494  0.0953 1.967E-23 9.304E+02
1.748E+01 0.1474  0.0934 1.976E-23 9.367E+02
1.758E+01 0.1455  0.0916 1.983E-23 9.423E+02
1.768E+01 0.1438  0.0897 1.990E-23 9.473E+02
1.778E+01 0.1421  0.0878 1.994E-23 9.513E+02
1.789E+01 0.1406  0.0860 1.997E-23 9.545E+02
1.799E+01 0.1391  0.0841 2.000E-23 9.572E+02
1.809E+01 0.1377  0.0822 2.002E-23 9.598E+02
1.820E+01 0.1363  0.0803 2.004E-23 9.625E+02
1.830E+01 0.1352  0.0784 2.001E-23 9.622E+02
1.841E+01 0.1346  0.0765 1.992E-23 9.586E+02
1.851E+01 0.1340  0.0747 1.983E-23 9.550E+02
1.862E+01 0.1334  0.0728 1.974E-23 9.513E+02
1.873E+01 0.1328  0.0709 1.964E-23 9.471E+02
1.884E+01 0.1323  0.0690 1.953E-23 9.422E+02
1.895E+01 0.1320  0.0671 1.940E-23 9.364E+02
1.905E+01 0.1317  0.0652 1.926E-23 9.299E+02
1.916E+01 0.1315  0.0634 1.911E-23 9.228E+02
1.928E+01 0.1315  0.0615 1.894E-23 9.150E+02
1.939E+01 0.1315  0.0596 1.877E-23 9.065E+02
1.950E+01 0.1316  0.0577 1.858E-23 8.974E+02
1.961E+01 0.1318  0.0558 1.839E-23 8.878E+02
1.972E+01 0.1320  0.0539 1.818E-23 8.777E+02
1.984E+01 0.1323  0.0520 1.797E-23 8.672E+02
1.995E+01 0.1327  0.0501 1.776E-23 8.564E+02
2.007E+01 0.1331  0.0482 1.754E-23 8.455E+02
2.018E+01 0.1336  0.0463 1.732E-23 8.347E+02
2.030E+01 0.1340  0.0444 1.711E-23 8.239E+02
2.042E+01 0.1342  0.0425 1.692E-23 8.145E+02
2.054E+01 0.1344  0.0406 1.674E-23 8.060E+02
2.065E+01 0.1344  0.0388 1.658E-23 7.980E+02
2.077E+01 0.1345  0.0369 1.642E-23 7.903E+02
2.089E+01 0.1345  0.0351 1.626E-23 7.827E+02
2.101E+01 0.1345  0.0333 1.611E-23 7.754E+02
2.113E+01 0.1346  0.0314 1.595E-23 7.674E+02
2.126E+01 0.1349  0.0296 1.577E-23 7.588E+02
2.138E+01 0.1352  0.0277 1.558E-23 7.494E+02
2.150E+01 0.1355  0.0259 1.540E-23 7.405E+02
2.163E+01 0.1358  0.0242 1.523E-23 7.320E+02
2.175E+01 0.1360  0.0224 1.507E-23 7.239E+02
2.188E+01 0.1362  0.0207 1.491E-23 7.160E+02
2.200E+01 0.1364  0.0190 1.475E-23 7.081E+02
2.213E+01 0.1366  0.0173 1.459E-23 7.003E+02
2.226E+01 0.1369  0.0156 1.442E-23 6.921E+02
2.239E+01 0.1372  0.0139 1.426E-23 6.840E+02
2.252E+01 0.1375  0.0122 1.409E-23 6.760E+02
2.265E+01 0.1377  0.0105 1.394E-23 6.685E+02
2.278E+01 0.1378  0.0088 1.380E-23 6.614E+02
2.291E+01 0.1379  0.0072 1.366E-23 6.546E+02
2.304E+01 0.1380  0.0055 1.352E-23 6.483E+02
2.317E+01 0.1380  0.0039 1.340E-23 6.421E+02
2.331E+01 0.1381  0.0023 1.327E-23 6.359E+02
2.344E+01 0.1382  0.0007 1.313E-23 6.294E+02
2.358E+01 0.1383 -0.0009 1.300E-23 6.227E+02
2.371E+01 0.1385 -0.0025 1.286E-23 6.161E+02
2.385E+01 0.1386 -0.0041 1.273E-23 6.096E+02
2.399E+01 0.1387 -0.0057 1.260E-23 6.037E+02
2.413E+01 0.1387 -0.0072 1.248E-23 5.979E+02
2.427E+01 0.1388 -0.0088 1.236E-23 5.921E+02
2.441E+01 0.1389 -0.0104 1.224E-23 5.862E+02
2.455E+01 0.1389 -0.0119 1.212E-23 5.803E+02
2.469E+01 0.1390 -0.0135 1.200E-23 5.745E+02
2.483E+01 0.1391 -0.0150 1.188E-23 5.688E+02
2.497E+01 0.1392 -0.0166 1.177E-23 5.632E+02
2.512E+01 0.1393 -0.0181 1.165E-23 5.576E+02
2.526E+01 0.1393 -0.0196 1.154E-23 5.521E+02
2.541E+01 0.1394 -0.0211 1.142E-23 5.466E+02
2.556E+01 0.1394 -0.0226 1.131E-23 5.413E+02
2.570E+01 0.1394 -0.0241 1.120E-23 5.360E+02
2.585E+01 0.1395 -0.0256 1.109E-23 5.308E+02
2.600E+01 0.1395 -0.0270 1.099E-23 5.257E+02
2.615E+01 0.1395 -0.0285 1.088E-23 5.207E+02
2.630E+01 0.1395 -0.0299 1.078E-23 5.157E+02
2.645E+01 0.1395 -0.0313 1.067E-23 5.108E+02
2.661E+01 0.1395 -0.0327 1.057E-23 5.060E+02
2.676E+01 0.1395 -0.0341 1.047E-23 5.012E+02
2.692E+01 0.1394 -0.0355 1.038E-23 4.965E+02
2.707E+01 0.1394 -0.0369 1.028E-23 4.918E+02
2.723E+01 0.1394 -0.0382 1.018E-23 4.873E+02
2.738E+01 0.1393 -0.0396 1.009E-23 4.828E+02
2.754E+01 0.1392 -0.0409 9.993E-24 4.783E+02
2.770E+01 0.1392 -0.0422 9.901E-24 4.739E+02
2.786E+01 0.1391 -0.0435 9.810E-24 4.696E+02
2.802E+01 0.1390 -0.0448 9.720E-24 4.653E+02
2.818E+01 0.1390 -0.0461 9.631E-24 4.611E+02
2.835E+01 0.1389 -0.0474 9.543E-24 4.570E+02
2.851E+01 0.1388 -0.0487 9.456E-24 4.528E+02
2.867E+01 0.1387 -0.0499 9.370E-24 4.488E+02
2.884E+01 0.1386 -0.0512 9.285E-24 4.448E+02
2.901E+01 0.1385 -0.0524 9.201E-24 4.408E+02
2.917E+01 0.1383 -0.0536 9.118E-24 4.369E+02
2.934E+01 0.1382 -0.0548 9.036E-24 4.330E+02
2.951E+01 0.1381 -0.0560 8.955E-24 4.292E+02
2.968E+01 0.1379 -0.0572 8.874E-24 4.254E+02
2.985E+01 0.1378 -0.0584 8.795E-24 4.217E+02
3.003E+01 0.1377 -0.0596 8.716E-24 4.179E+02
3.020E+01 0.1375 -0.0608 8.637E-24 4.142E+02
3.037E+01 0.1374 -0.0619 8.558E-24 4.105E+02
3.055E+01 0.1373 -0.0631 8.481E-24 4.069E+02
3.073E+01 0.1371 -0.0642 8.404E-24 4.033E+02
3.090E+01 0.1369 -0.0654 8.329E-24 3.997E+02
3.108E+01 0.1368 -0.0665 8.254E-24 3.962E+02
3.126E+01 0.1366 -0.0676 8.180E-24 3.927E+02
3.144E+01 0.1364 -0.0687 8.107E-24 3.893E+02
3.162E+01 0.1362 -0.0698 8.034E-24 3.859E+02
3.181E+01 0.1361 -0.0709 7.962E-24 3.825E+02
3.199E+01 0.1359 -0.0720 7.891E-24 3.792E+02
3.217E+01 0.1356 -0.0730 7.821E-24 3.759E+02
3.236E+01 0.1354 -0.0741 7.751E-24 3.727E+02
3.255E+01 0.1352 -0.0752 7.683E-24 3.694E+02
3.273E+01 0.1350 -0.0762 7.614E-24 3.662E+02
3.292E+01 0.1348 -0.0772 7.547E-24 3.631E+02
3.311E+01 0.1345 -0.0783 7.480E-24 3.600E+02
3.330E+01 0.1343 -0.0793 7.413E-24 3.569E+02
3.350E+01 0.1341 -0.0803 7.348E-24 3.538E+02
3.369E+01 0.1338 -0.0813 7.284E-24 3.508E+02
3.388E+01 0.1335 -0.0823 7.221E-24 3.479E+02
3.408E+01 0.1332 -0.0833 7.158E-24 3.450E+02
3.428E+01 0.1329 -0.0843 7.096E-24 3.421E+02
3.447E+01 0.1326 -0.0853 7.034E-24 3.392E+02
3.467E+01 0.1323 -0.0862 6.973E-24 3.364E+02
3.487E+01 0.1320 -0.0872 6.912E-24 3.336E+02
3.508E+01 0.1317 -0.0882 6.852E-24 3.308E+02
3.528E+01 0.1314 -0.0891 6.792E-24 3.280E+02
3.548E+01 0.1311 -0.0900 6.732E-24 3.253E+02
3.569E+01 0.1308 -0.0910 6.673E-24 3.225E+02
3.589E+01 0.1305 -0.0919 6.615E-24 3.198E+02
3.610E+01 0.1301 -0.0928 6.557E-24 3.171E+02
3.631E+01 0.1298 -0.0938 6.499E-24 3.145E+02
3.652E+01 0.1295 -0.0947 6.442E-24 3.118E+02
3.673E+01 0.1291 -0.0956 6.385E-24 3.092E+02
3.694E+01 0.1288 -0.0965 6.328E-24 3.066E+02
3.715E+01 0.1284 -0.0974 6.272E-24 3.040E+02
3.737E+01 0.1281 -0.0983 6.216E-24 3.014E+02
3.758E+01 0.1277 -0.0992 6.161E-24 2.988E+02
3.780E+01 0.1274 -0.1000 6.104E-24 2.962E+02
3.802E+01 0.1271 -0.1009 6.048E-24 2.936E+02
3.824E+01 0.1267 -0.1018 5.992E-24 2.910E+02
3.846E+01 0.1264 -0.1027 5.936E-24 2.884E+02
3.868E+01 0.1261 -0.1035 5.881E-24 2.858E+02
3.890E+01 0.1257 -0.1044 5.826E-24 2.832E+02
3.913E+01 0.1254 -0.1052 5.771E-24 2.807E+02
3.936E+01 0.1250 -0.1061 5.716E-24 2.781E+02
3.958E+01 0.1247 -0.1069 5.662E-24 2.756E+02
3.981E+01 0.1243 -0.1078 5.608E-24 2.731E+02
4.004E+01 0.1240 -0.1086 5.555E-24 2.706E+02
4.027E+01 0.1236 -0.1095 5.501E-24 2.681E+02
4.050E+01 0.1233 -0.1103 5.448E-24 2.656E+02
4.074E+01 0.1229 -0.1111 5.396E-24 2.632E+02
4.097E+01 0.1225 -0.1119 5.343E-24 2.607E+02
4.121E+01 0.1222 -0.1128 5.291E-24 2.583E+02
4.145E+01 0.1218 -0.1136 5.239E-24 2.559E+02
4.169E+01 0.1214 -0.1144 5.188E-24 2.534E+02
4.193E+01 0.1211 -0.1152 5.136E-24 2.510E+02
4.217E+01 0.1207 -0.1160 5.085E-24 2.486E+02
4.241E+01 0.1203 -0.1169 5.035E-24 2.463E+02
4.266E+01 0.1199 -0.1177 4.985E-24 2.439E+02
4.290E+01 0.1195 -0.1185 4.935E-24 2.416E+02
4.315E+01 0.1191 -0.1193 4.885E-24 2.393E+02
4.340E+01 0.1187 -0.1201 4.836E-24 2.370E+02
4.365E+01 0.1183 -0.1209 4.788E-24 2.347E+02
4.390E+01 0.1179 -0.1217 4.739E-24 2.325E+02
4.416E+01 0.1175 -0.1225 4.692E-24 2.302E+02
4.441E+01 0.1170 -0.1232 4.644E-24 2.280E+02
4.467E+01 0.1166 -0.1240 4.597E-24 2.258E+02
4.493E+01 0.1162 -0.1248 4.550E-24 2.236E+02
4.519E+01 0.1157 -0.1256 4.504E-24 2.215E+02
4.545E+01 0.1153 -0.1264 4.458E-24 2.193E+02
4.571E+01 0.1148 -0.1271 4.413E-24 2.172E+02
4.597E+01 0.1143 -0.1279 4.369E-24 2.151E+02
4.624E+01 0.1138 -0.1287 4.324E-24 2.131E+02
4.651E+01 0.1133 -0.1294 4.280E-24 2.110E+02
4.677E+01 0.1129 -0.1302 4.237E-24 2.090E+02
4.704E+01 0.1123 -0.1309 4.194E-24 2.070E+02
4.732E+01 0.1118 -0.1317 4.151E-24 2.050E+02
4.759E+01 0.1113 -0.1324 4.109E-24 2.030E+02
4.786E+01 0.1108 -0.1332 4.067E-24 2.011E+02
4.814E+01 0.1103 -0.1339 4.025E-24 1.991E+02
4.842E+01 0.1098 -0.1347 3.984E-24 1.972E+02
4.870E+01 0.1092 -0.1354 3.943E-24 1.953E+02
4.898E+01 0.1087 -0.1362 3.903E-24 1.934E+02
4.926E+01 0.1081 -0.1369 3.863E-24 1.916E+02
4.955E+01 0.1076 -0.1376 3.823E-24 1.897E+02
4.983E+01 0.1070 -0.1384 3.784E-24 1.879E+02
5.012E+01 0.1065 -0.1391 3.745E-24 1.861E+02
5.041E+01 0.1059 -0.1398 3.706E-24 1.843E+02
5.070E+01 0.1053 -0.1405 3.668E-24 1.825E+02
5.099E+01 0.1047 -0.1412 3.630E-24 1.807E+02
5.129E+01 0.1042 -0.1419 3.592E-24 1.790E+02
5.158E+01 0.1036 -0.1426 3.555E-24 1.772E+02
5.188E+01 0.1030 -0.1433 3.518E-24 1.755E+02
5.218E+01 0.1024 -0.1439 3.482E-24 1.738E+02
5.248E+01 0.1018 -0.1446 3.445E-24 1.721E+02
5.278E+01 0.1012 -0.1453 3.409E-24 1.704E+02
5.309E+01 0.1006 -0.1460 3.373E-24 1.687E+02
5.339E+01 0.1000 -0.1466 3.338E-24 1.670E+02
5.370E+01 0.0994 -0.1473 3.303E-24 1.654E+02
5.401E+01 0.0988 -0.1480 3.268E-24 1.638E+02
5.433E+01 0.0982 -0.1486 3.234E-24 1.622E+02
5.464E+01 0.0976 -0.1493 3.200E-24 1.606E+02
5.495E+01 0.0969 -0.1500 3.166E-24 1.590E+02
5.527E+01 0.0963 -0.1506 3.133E-24 1.574E+02
5.559E+01 0.0957 -0.1513 3.100E-24 1.559E+02
5.591E+01 0.0950 -0.1520 3.067E-24 1.543E+02
5.623E+01 0.0944 -0.1526 3.035E-24 1.528E+02
5.656E+01 0.0938 -0.1533 3.003E-24 1.513E+02
5.689E+01 0.0931 -0.1539 2.971E-24 1.498E+02
5.721E+01 0.0925 -0.1546 2.940E-24 1.484E+02
5.754E+01 0.0918 -0.1552 2.909E-24 1.469E+02
5.788E+01 0.0911 -0.1559 2.878E-24 1.455E+02
5.821E+01 0.0905 -0.1565 2.848E-24 1.440E+02
5.855E+01 0.0898 -0.1572 2.818E-24 1.426E+02
5.888E+01 0.0892 -0.1578 2.788E-24 1.412E+02
5.922E+01 0.0885 -0.1584 2.759E-24 1.398E+02
5.957E+01 0.0878 -0.1591 2.730E-24 1.385E+02
5.991E+01 0.0872 -0.1597 2.701E-24 1.371E+02
6.026E+01 0.0865 -0.1603 2.672E-24 1.357E+02
6.060E+01 0.0858 -0.1610 2.644E-24 1.344E+02
6.095E+01 0.0851 -0.1616 2.616E-24 1.331E+02
6.131E+01 0.0845 -0.1622 2.588E-24 1.317E+02
6.166E+01 0.0838 -0.1629 2.560E-24 1.304E+02
6.202E+01 0.0831 -0.1635 2.533E-24 1.292E+02
6.237E+01 0.0824 -0.1641 2.506E-24 1.279E+02
6.273E+01 0.0818 -0.1647 2.480E-24 1.266E+02
6.310E+01 0.0811 -0.1654 2.454E-24 1.254E+02
6.346E+01 0.0804 -0.1660 2.428E-24 1.241E+02
6.383E+01 0.0797 -0.1666 2.402E-24 1.229E+02
6.419E+01 0.0790 -0.1672 2.377E-24 1.217E+02
6.457E+01 0.0783 -0.1678 2.352E-24 1.205E+02
6.494E+01 0.0776 -0.1684 2.327E-24 1.194E+02
6.531E+01 0.0769 -0.1690 2.303E-24 1.182E+02
6.569E+01 0.0762 -0.1696 2.278E-24 1.170E+02
6.607E+01 0.0756 -0.1702 2.254E-24 1.159E+02
6.645E+01 0.0749 -0.1708 2.230E-24 1.147E+02
6.683E+01 0.0742 -0.1714 2.207E-24 1.136E+02
6.722E+01 0.0735 -0.1720 2.184E-24 1.125E+02
6.761E+01 0.0728 -0.1726 2.161E-24 1.114E+02
6.800E+01 0.0721 -0.1732 2.138E-24 1.103E+02
6.839E+01 0.0714 -0.1738 2.116E-24 1.093E+02
6.879E+01 0.0707 -0.1744 2.094E-24 1.082E+02
6.918E+01 0.0700 -0.1750 2.072E-24 1.071E+02
6.958E+01 0.0694 -0.1756 2.050E-24 1.061E+02
6.998E+01 0.0687 -0.1762 2.029E-24 1.051E+02
7.039E+01 0.0680 -0.1767 2.007E-24 1.040E+02
7.079E+01 0.0673 -0.1773 1.986E-24 1.030E+02
7.120E+01 0.0666 -0.1779 1.966E-24 1.020E+02
7.161E+01 0.0660 -0.1785 1.945E-24 1.010E+02
7.203E+01 0.0653 -0.1790 1.925E-24 1.001E+02
7.244E+01 0.0646 -0.1796 1.905E-24 9.911E+01
7.286E+01 0.0639 -0.1802 1.886E-24 9.816E+01
7.328E+01 0.0632 -0.1807 1.866E-24 9.722E+01
7.371E+01 0.0626 -0.1813 1.847E-24 9.629E+01
7.413E+01 0.0619 -0.1818 1.828E-24 9.537E+01
7.456E+01 0.0612 -0.1824 1.809E-24 9.445E+01
7.499E+01 0.0606 -0.1829 1.791E-24 9.355E+01
7.542E+01 0.0599 -0.1835 1.772E-24 9.265E+01
7.586E+01 0.0593 -0.1840 1.754E-24 9.177E+01
7.630E+01 0.0586 -0.1846 1.736E-24 9.089E+01
7.674E+01 0.0580 -0.1851 1.719E-24 9.002E+01
7.718E+01 0.0573 -0.1856 1.701E-24 8.917E+01
7.762E+01 0.0567 -0.1861 1.684E-24 8.832E+01
7.807E+01 0.0560 -0.1867 1.667E-24 8.749E+01
7.852E+01 0.0554 -0.1872 1.650E-24 8.667E+01
7.898E+01 0.0547 -0.1877 1.633E-24 8.585E+01
7.943E+01 0.0541 -0.1882 1.617E-24 8.505E+01
7.989E+01 0.0535 -0.1887 1.601E-24 8.425E+01
8.035E+01 0.0529 -0.1892 1.585E-24 8.346E+01
8.082E+01 0.0522 -0.1897 1.569E-24 8.268E+01
8.128E+01 0.0516 -0.1902 1.553E-24 8.190E+01
8.175E+01 0.0510 -0.1906 1.538E-24 8.113E+01
8.222E+01 0.0504 -0.1911 1.522E-24 8.037E+01
8.270E+01 0.0498 -0.1915 1.507E-24 7.962E+01
8.318E+01 0.0492 -0.1920 1.492E-24 7.888E+01
8.366E+01 0.0486 -0.1924 1.477E-24 7.814E+01
8.414E+01 0.0480 -0.1929 1.462E-24 7.741E+01
8.463E+01 0.0474 -0.1933 1.448E-24 7.669E+01
8.511E+01 0.0468 -0.1937 1.433E-24 7.597E+01
8.561E+01 0.0463 -0.1941 1.419E-24 7.526E+01
8.610E+01 0.0457 -0.1945 1.405E-24 7.455E+01
8.660E+01 0.0451 -0.1948 1.391E-24 7.385E+01
8.710E+01 0.0446 -0.1952 1.377E-24 7.315E+01
8.760E+01 0.0440 -0.1955 1.363E-24 7.246E+01
8.810E+01 0.0435 -0.1959 1.349E-24 7.177E+01
8.861E+01 0.0430 -0.1962 1.336E-24 7.109E+01
8.913E+01 0.0424 -0.1965 1.322E-24 7.041E+01
8.964E+01 0.0419 -0.1968 1.309E-24 6.974E+01
9.016E+01 0.0414 -0.1971 1.296E-24 6.908E+01
9.068E+01 0.0409 -0.1974 1.283E-24 6.842E+01
9.120E+01 0.0403 -0.1977 1.270E-24 6.777E+01
9.173E+01 0.0398 -0.1980 1.257E-24 6.713E+01
9.226E+01 0.0393 -0.1983 1.245E-24 6.649E+01
9.279E+01 0.0388 -0.1986 1.232E-24 6.585E+01
9.333E+01 0.0383 -0.1988 1.220E-24 6.523E+01
9.386E+01 0.0378 -0.1991 1.208E-24 6.461E+01
9.441E+01 0.0374 -0.1993 1.196E-24 6.400E+01
9.495E+01 0.0369 -0.1995 1.184E-24 6.339E+01
9.550E+01 0.0364 -0.1997 1.172E-24 6.279E+01
9.605E+01 0.0359 -0.1999 1.160E-24 6.220E+01
9.661E+01 0.0355 -0.2001 1.149E-24 6.161E+01
9.716E+01 0.0350 -0.2003 1.137E-24 6.103E+01
9.772E+01 0.0346 -0.2005 1.126E-24 6.046E+01
9.829E+01 0.0341 -0.2006 1.115E-24 5.989E+01
9.886E+01 0.0337 -0.2008 1.104E-24 5.933E+01
9.943E+01 0.0332 -0.2009 1.093E-24 5.877E+01
1.000E+02 0.0328 -0.2010 1.083E-24 5.822E+01
1.006E+02 0.0324 -0.2011 1.072E-24 5.767E+01
1.012E+02 0.0319 -0.2011 1.061E-24 5.713E+01
1.017E+02 0.0315 -0.2011 1.051E-24 5.659E+01
1.023E+02 0.0311 -0.2011 1.040E-24 5.605E+01
1.029E+02 0.0307 -0.2010 1.030E-24 5.551E+01
1.035E+02 0.0303 -0.2009 1.020E-24 5.498E+01
1.041E+02 0.0299 -0.2008 1.009E-24 5.445E+01
1.047E+02 0.0295 -0.2006 9.992E-25 5.392E+01
1.053E+02 0.0291 -0.2004 9.890E-25 5.339E+01
1.059E+02 0.0288 -0.2002 9.789E-25 5.287E+01
1.065E+02 0.0284 -0.1999 9.687E-25 5.234E+01
1.072E+02 0.0280 -0.1995 9.586E-25 5.181E+01
1.078E+02 0.0277 -0.1991 9.486E-25 5.129E+01
1.084E+02 0.0273 -0.1987 9.385E-25 5.076E+01
1.090E+02 0.0270 -0.1982 9.284E-25 5.023E+01
1.096E+02 0.0267 -0.1976 9.184E-25 4.971E+01
1.103E+02 0.0263 -0.1970 9.083E-25 4.918E+01
1.109E+02 0.0260 -0.1963 8.983E-25 4.865E+01
1.116E+02 0.0257 -0.1956 8.882E-25 4.812E+01
1.122E+02 0.0254 -0.1947 8.781E-25 4.759E+01
1.128E+02 0.0251 -0.1938 8.680E-25 4.705E+01
1.135E+02 0.0248 -0.1928 8.578E-25 4.651E+01
1.142E+02 0.0245 -0.1917 8.475E-25 4.597E+01
1.148E+02 0.0243 -0.1904 8.372E-25 4.543E+01
1.155E+02 0.0240 -0.1891 8.269E-25 4.488E+01
1.161E+02 0.0237 -0.1877 8.164E-25 4.432E+01
1.168E+02 0.0235 -0.1861 8.059E-25 4.376E+01
1.175E+02 0.0232 -0.1843 7.953E-25 4.320E+01
1.182E+02 0.0230 -0.1825 7.846E-25 4.263E+01
1.189E+02 0.0228 -0.1804 7.739E-25 4.205E+01
1.195E+02 0.0226 -0.1782 7.630E-25 4.147E+01
1.202E+02 0.0224 -0.1758 7.521E-25 4.088E+01
1.209E+02 0.0221 -0.1732 7.410E-25 4.029E+01
1.216E+02 0.0220 -0.1704 7.297E-25 3.969E+01
1.223E+02 0.0218 -0.1673 7.183E-25 3.907E+01
1.230E+02 0.0216 -0.1640 7.067E-25 3.845E+01
1.237E+02 0.0214 -0.1604 6.950E-25 3.782E+01
1.245E+02 0.0213 -0.1564 6.830E-25 3.717E+01
1.252E+02 0.0211 -0.1520 6.707E-25 3.651E+01
1.259E+02 0.0210 -0.1473 6.583E-25 3.584E+01
1.266E+02 0.0208 -0.1422 6.457E-25 3.516E+01
1.274E+02 0.0207 -0.1367 6.329E-25 3.446E+01
1.281E+02 0.0206 -0.1308 6.200E-25 3.376E+01
1.288E+02 0.0205 -0.1246 6.069E-25 3.306E+01
1.296E+02 0.0204 -0.1181 5.938E-25 3.235E+01
1.303E+02 0.0203 -0.1115 5.807E-25 3.163E+01
1.311E+02 0.0201 -0.1048 5.676E-25 3.093E+01
1.318E+02 0.0200 -0.0985 5.548E-25 3.023E+01
1.326E+02 0.0199 -0.0927 5.422E-25 2.955E+01
1.334E+02 0.0199 -0.0878 5.299E-25 2.888E+01
1.341E+02 0.0198 -0.0841 5.180E-25 2.823E+01
1.349E+02 0.0197 -0.0817 5.063E-25 2.760E+01
1.357E+02 0.0197 -0.0810 4.947E-25 2.696E+01
1.365E+02 0.0198 -0.0816 4.829E-25 2.632E+01
1.372E+02 0.0199 -0.0834 4.710E-25 2.567E+01
1.380E+02 0.0200 -0.0860 4.588E-25 2.500E+01
1.388E+02 0.0201 -0.0893 4.466E-25 2.434E+01
1.396E+02 0.0202 -0.0928 4.346E-25 2.368E+01
1.404E+02 0.0203 -0.0965 4.229E-25 2.304E+01
